OrderID,CustomerID,Amount,Status
ORD-3132,CUST-965,4251.42,Error_404
ORD-3133,CUST-818,1748.52,Pending
ORD-3134,CUST-824,1367.73,Completed
ORD-3135,CUST-966,4256.42,Pending
ORD-3136,CUST-599,3438.1,Pending
ORD-3137,CUST-864,2149.14,Error_404
ORD-3138,CUST-737,3138.86,Pending
ORD-3139,CUST-649,1194.93,Cancelled
ORD-3140,CUST-784,1091.67,Cancelled
ORD-3141,CUST-744,2770.97,Cancelled
ORD-3142,CUST-983,2784.49,Completed
ORD-3143,CUST-512,3279.24,Completed
ORD-3144,CUST-690,818.7,Cancelled
ORD-3145,CUST-618,1981.59,Pending
ORD-3146,CUST-558,4473.08,Pending
ORD-3147,CUST-608,356.73,Completed
ORD-3148,CUST-616,1640.19,Completed
ORD-3149,CUST-985,3699.77,Cancelled
ORD-3150,CUST-917,2988.01,Completed
ORD-3151,CUST-853,4591.35,Cancelled
ORD-3152,CUST-769,258.21,Error_404
ORD-3153,CUST-664,4345.73,Cancelled
ORD-3154,CUST-929,130.57,Cancelled
ORD-3155,CUST-523,2503.4,Error_404
ORD-3156,CUST-614,2424.99,Cancelled
ORD-3157,CUST-953,2473.31,Pending
ORD-3158,CUST-510,1667.58,Completed
ORD-3159,CUST-554,1342.2,Completed
ORD-3160,CUST-717,4395.13,Cancelled
ORD-3161,CUST-641,189.93,Cancelled
ORD-3162,CUST-534,144.69,Completed
ORD-3163,CUST-554,3368.57,Pending
ORD-3164,CUST-757,2325.63,Error_404
ORD-3165,CUST-720,3986.07,Pending
ORD-3166,CUST-786,4313.86,Pending
ORD-3167,CUST-671,1677.57,Pending
ORD-3168,CUST-601,3006.21,Pending
ORD-3169,CUST-557,3251.55,Error_404
ORD-3170,CUST-529,3015.78,Error_404
ORD-3171,CUST-564,3838.53,Error_404
ORD-3172,CUST-818,2791.96,Error_404
ORD-3173,CUST-542,898.58,Error_404
ORD-3174,CUST-518,1445.62,Cancelled
ORD-3175,CUST-742,4680.12,Cancelled
ORD-3176,CUST-955,75.98,Completed
ORD-3177,CUST-758,3578.31,Error_404
ORD-3178,CUST-519,4054.64,Pending
ORD-3179,CUST-861,2683.62,Cancelled
ORD-3180,CUST-616,2396.14,Completed
ORD-3181,CUST-875,2029.92,Pending
ORD-3182,CUST-936,2494.81,Pending
ORD-3183,CUST-676,969.88,Cancelled
ORD-3184,CUST-893,516.36,Completed
ORD-3185,CUST-776,859.31,Cancelled
ORD-3186,CUST-969,26.17,Error_404
ORD-3187,CUST-506,2071.88,Pending
ORD-3188,CUST-563,4462.16,Completed
ORD-3189,CUST-978,1094.03,Error_404
ORD-3190,CUST-910,4436.27,Pending
ORD-3191,CUST-811,3059.14,Cancelled
ORD-3192,CUST-612,4816.66,Error_404
ORD-3193,CUST-510,1483.58,Pending
ORD-3194,CUST-747,2023.65,Error_404
ORD-3195,CUST-519,2311.62,Completed
ORD-3196,CUST-919,415.43,Error_404
ORD-3197,CUST-524,3620.95,Pending
ORD-3198,CUST-772,2617.51,Pending
ORD-3199,CUST-839,3846.95,Error_404
ORD-3200,CUST-678,451.37,Completed
ORD-3201,CUST-509,4083.97,Cancelled
ORD-3202,CUST-534,1166.38,Error_404
ORD-3203,CUST-794,1641.53,Error_404
ORD-3204,CUST-593,24.77,Completed
ORD-3205,CUST-730,4460.16,Pending
ORD-3206,CUST-854,3136.29,Pending
ORD-3207,CUST-603,1394.37,Pending
ORD-3208,CUST-859,70.5,Completed
ORD-3209,CUST-862,2392.37,Error_404
ORD-3210,CUST-770,1237.4,Completed
ORD-3211,CUST-512,3904.84,Cancelled
ORD-3212,CUST-720,4114.32,Completed
ORD-3213,CUST-545,1290.36,Completed
ORD-3214,CUST-751,3722.03,Completed
ORD-3215,CUST-830,3278.19,Cancelled
ORD-3216,CUST-641,2758.35,Error_404
ORD-3217,CUST-585,3010.07,Pending
ORD-3218,CUST-628,1857.25,Completed
ORD-3219,CUST-540,4538.65,Pending
ORD-3220,CUST-684,1767.78,Pending
ORD-3221,CUST-902,2104.36,Error_404
ORD-3222,CUST-791,2371.14,Cancelled
ORD-3223,CUST-988,97.8,Cancelled
ORD-3224,CUST-623,3710.13,Completed
ORD-3225,CUST-954,298.17,Pending
ORD-3226,CUST-688,3637.66,Completed
ORD-3227,CUST-904,93.7,Completed
ORD-3228,CUST-677,320.3,Completed
ORD-3229,CUST-502,3272.58,Completed
ORD-3230,CUST-997,1157.17,Completed
ORD-3231,CUST-552,3314.67,Completed
ORD-3232,CUST-663,4057.52,Cancelled
ORD-3233,CUST-600,157.68,Error_404
ORD-3234,CUST-579,2386.66,Completed
ORD-3235,CUST-768,322.73,Cancelled
ORD-3236,CUST-596,2399.02,Pending
ORD-3237,CUST-811,261.26,Cancelled
ORD-3238,CUST-914,2014.12,Pending
ORD-3239,CUST-541,2449.99,Pending
ORD-3240,CUST-501,612.17,Pending
ORD-3241,CUST-805,2127.1,Pending
ORD-3242,CUST-661,3428.13,Cancelled
ORD-3243,CUST-910,1332.67,Completed
ORD-3244,CUST-529,357.73,Pending
ORD-3245,CUST-755,676.7,Cancelled
ORD-3246,CUST-556,880.42,Pending
ORD-3247,CUST-548,3156.66,Cancelled
ORD-3248,CUST-591,387.75,Pending
ORD-3249,CUST-866,883.61,Completed
ORD-3250,CUST-874,2383.08,Completed
ORD-3251,CUST-611,139.39,Completed
ORD-3252,CUST-508,2568.45,Cancelled
ORD-3253,CUST-610,4097.62,Error_404
ORD-3254,CUST-886,1131.1,Completed
ORD-3255,CUST-937,2393.4,Cancelled
ORD-3256,CUST-771,788.81,Cancelled
ORD-3257,CUST-982,3044.22,Cancelled
ORD-3258,CUST-726,4486.5,Pending
ORD-3259,CUST-997,399.02,Completed
ORD-3260,CUST-536,264.45,Cancelled
ORD-3261,CUST-941,4066.33,Error_404
ORD-3262,CUST-526,81.42,Cancelled
ORD-3263,CUST-939,4463.44,Pending
ORD-3264,CUST-537,3831.99,Cancelled
ORD-3265,CUST-796,2114.94,Completed
ORD-3266,CUST-548,4494.37,Error_404
ORD-3267,CUST-685,2057.56,Completed
ORD-3268,CUST-605,3398.3,Cancelled
ORD-3269,CUST-594,3405.18,Error_404
ORD-3270,CUST-930,2859.64,Error_404
ORD-3271,CUST-783,2592.62,Cancelled
ORD-3272,CUST-967,2630.25,Pending
ORD-3273,CUST-836,584.16,Error_404
ORD-3274,CUST-691,4491.09,Completed
ORD-3275,CUST-554,4021.0,Completed
ORD-3276,CUST-983,2030.54,Error_404
ORD-3277,CUST-964,4125.96,Error_404
ORD-3278,CUST-578,2030.79,Cancelled
ORD-3279,CUST-924,4075.01,Error_404
ORD-3280,CUST-771,4936.83,Completed
ORD-3281,CUST-539,1506.29,Error_404
ORD-3282,CUST-610,2545.95,Pending
ORD-3283,CUST-883,169.22,Cancelled
ORD-3284,CUST-741,3375.25,Error_404
ORD-3285,CUST-639,3123.42,Error_404
ORD-3286,CUST-790,2188.75,Error_404
ORD-3287,CUST-560,1979.54,Cancelled
ORD-3288,CUST-878,522.12,Error_404
ORD-3289,CUST-544,2796.04,Cancelled
ORD-3290,CUST-648,1782.37,Completed
ORD-3291,CUST-811,906.01,Pending
ORD-3292,CUST-858,344.05,Cancelled
ORD-3293,CUST-543,4809.71,Error_404
ORD-3294,CUST-754,1487.02,Error_404
ORD-3295,CUST-831,4279.05,Error_404
ORD-3296,CUST-937,3686.62,Cancelled
ORD-3297,CUST-750,2818.77,Cancelled
ORD-3298,CUST-749,2776.88,Pending
ORD-3299,CUST-826,3801.03,Cancelled
ORD-3300,CUST-946,1312.47,Pending
ORD-3301,CUST-506,3693.12,Pending
ORD-3302,CUST-834,3458.59,Error_404
ORD-3303,CUST-634,2067.55,Cancelled
ORD-3304,CUST-692,4935.46,Error_404
ORD-3305,CUST-863,4066.21,Error_404
ORD-3306,CUST-698,2574.3,Error_404
ORD-3307,CUST-520,1500.81,Completed
ORD-3308,CUST-863,2161.37,Cancelled
ORD-3309,CUST-829,289.07,Cancelled
ORD-3310,CUST-587,895.47,Cancelled
ORD-3311,CUST-681,1225.55,Cancelled
ORD-3312,CUST-873,3376.41,Completed
ORD-3313,CUST-556,3991.28,Cancelled
ORD-3314,CUST-778,375.68,Completed
ORD-3315,CUST-788,1812.84,Pending
ORD-3316,CUST-577,1340.18,Pending
ORD-3317,CUST-912,3130.91,Pending
ORD-3318,CUST-511,1220.12,Cancelled
ORD-3319,CUST-698,4114.71,Error_404
ORD-3320,CUST-741,3152.19,Completed
ORD-3321,CUST-965,1977.45,Cancelled
ORD-3322,CUST-868,1217.39,Completed
ORD-3323,CUST-629,4767.56,Cancelled
ORD-3324,CUST-860,4660.08,Completed
ORD-3325,CUST-916,4029.82,Cancelled
ORD-3326,CUST-966,2615.29,Error_404
ORD-3327,CUST-971,1782.39,Completed
ORD-3328,CUST-991,1694.56,Completed
ORD-3329,CUST-835,816.96,Pending
ORD-3330,CUST-512,4528.98,Error_404
ORD-3331,CUST-724,3128.34,Completed
ORD-3332,CUST-621,4105.9,Completed
ORD-3333,CUST-742,1181.72,Cancelled
ORD-3334,CUST-961,2673.75,Pending
ORD-3335,CUST-514,2882.39,Error_404
ORD-3336,CUST-712,1838.64,Completed
ORD-3337,CUST-804,112.06,Cancelled
ORD-3338,CUST-642,392.21,Error_404
ORD-3339,CUST-661,1569.53,Pending
ORD-3340,CUST-602,2203.42,Cancelled
ORD-3341,CUST-534,4747.1,Completed
ORD-3342,CUST-990,887.69,Pending
ORD-3343,CUST-729,2287.16,Pending
ORD-3344,CUST-822,1747.44,Error_404
ORD-3345,CUST-852,2549.52,Cancelled
ORD-3346,CUST-915,423.22,Completed
ORD-3347,CUST-799,434.84,Completed
ORD-3348,CUST-984,2888.82,Completed
ORD-3349,CUST-990,3926.64,Cancelled
ORD-3350,CUST-852,2690.15,Error_404
ORD-3351,CUST-921,1196.17,Pending
ORD-3352,CUST-834,641.76,Error_404
ORD-3353,CUST-719,3541.67,Completed
ORD-3354,CUST-689,1779.56,Error_404
ORD-3355,CUST-947,591.82,Completed
ORD-3356,CUST-982,2789.97,Completed
ORD-3357,CUST-609,3986.21,Completed
ORD-3358,CUST-636,431.09,Cancelled
ORD-3359,CUST-594,4712.27,Error_404
ORD-3360,CUST-740,4634.69,Cancelled
ORD-3361,CUST-797,2484.87,Cancelled
ORD-3362,CUST-928,1984.79,Error_404
ORD-3363,CUST-666,3284.92,Completed
ORD-3364,CUST-948,1310.5,Cancelled
ORD-3365,CUST-521,1139.78,Completed
ORD-3366,CUST-929,4758.2,Cancelled
ORD-3367,CUST-754,1731.13,Cancelled
ORD-3368,CUST-592,1769.13,Cancelled
ORD-3369,CUST-586,979.74,Error_404
ORD-3370,CUST-594,1607.58,Error_404
ORD-3371,CUST-522,4764.67,Cancelled
ORD-3372,CUST-702,1317.11,Cancelled
ORD-3373,CUST-639,3790.47,Error_404
ORD-3374,CUST-636,1038.83,Pending
ORD-3375,CUST-610,3751.05,Cancelled
ORD-3376,CUST-651,4072.24,Error_404
ORD-3377,CUST-590,3485.58,Pending
ORD-3378,CUST-584,2389.99,Cancelled
ORD-3379,CUST-733,4618.39,Completed
ORD-3380,CUST-797,1178.89,Error_404
ORD-3381,CUST-573,447.55,Error_404
ORD-3382,CUST-804,2363.8,Cancelled
ORD-3383,CUST-820,2285.27,Error_404
ORD-3384,CUST-606,3752.52,Completed
ORD-3385,CUST-670,3392.65,Error_404
ORD-3386,CUST-644,820.57,Error_404
ORD-3387,CUST-825,3380.73,Cancelled
ORD-3388,CUST-916,2845.46,Error_404
ORD-3389,CUST-743,4062.62,Cancelled
ORD-3390,CUST-845,3136.41,Error_404
ORD-3391,CUST-902,2387.72,Error_404
ORD-3392,CUST-716,1834.39,Error_404
ORD-3393,CUST-793,1117.93,Cancelled
ORD-3394,CUST-572,1570.1,Error_404
ORD-3395,CUST-961,3615.04,Cancelled
ORD-3396,CUST-895,1206.97,Pending
ORD-3397,CUST-866,2391.12,Cancelled
ORD-3398,CUST-738,2716.99,Cancelled
ORD-3399,CUST-526,753.55,Cancelled
ORD-3400,CUST-732,1095.3,Error_404
ORD-3401,CUST-998,4513.27,Pending
ORD-3402,CUST-569,214.95,Pending
ORD-3403,CUST-707,372.26,Pending
ORD-3404,CUST-799,540.74,Completed
ORD-3405,CUST-685,3753.9,Completed
ORD-3406,CUST-762,3232.19,Pending
ORD-3407,CUST-625,1677.09,Pending
ORD-3408,CUST-794,1222.37,Pending
ORD-3409,CUST-578,1314.41,Error_404
ORD-3410,CUST-871,2133.38,Pending
ORD-3411,CUST-636,3657.33,Completed
ORD-3412,CUST-883,2987.08,Error_404
ORD-3413,CUST-902,1486.0,Cancelled
ORD-3414,CUST-679,493.44,Cancelled
ORD-3415,CUST-856,4658.24,Pending
ORD-3416,CUST-567,4072.15,Completed
ORD-3417,CUST-577,3869.11,Cancelled
ORD-3418,CUST-623,1414.99,Error_404
ORD-3419,CUST-925,3703.78,Pending
ORD-3420,CUST-677,4479.76,Completed
ORD-3421,CUST-832,4844.65,Pending
ORD-3422,CUST-595,3461.77,Completed
ORD-3423,CUST-913,803.38,Pending
ORD-3424,CUST-800,1710.48,Pending
ORD-3425,CUST-566,4697.26,Pending
ORD-3426,CUST-514,3520.62,Error_404
ORD-3427,CUST-949,1296.91,Cancelled
ORD-3428,CUST-850,2007.51,Cancelled
ORD-3429,CUST-538,4730.17,Cancelled
ORD-3430,CUST-772,203.24,Cancelled
ORD-3431,CUST-590,1965.32,Pending
ORD-3432,CUST-999,2558.68,Completed
ORD-3433,CUST-733,178.42,Pending
ORD-3434,CUST-716,1122.57,Cancelled
ORD-3435,CUST-777,2807.23,Pending
ORD-3436,CUST-956,3175.68,Cancelled
ORD-3437,CUST-741,185.39,Completed
ORD-3438,CUST-791,2821.18,Completed
ORD-3439,CUST-617,1356.31,Cancelled
ORD-3440,CUST-601,4722.04,Pending
ORD-3441,CUST-990,2044.2,Error_404
ORD-3442,CUST-845,3369.07,Error_404
ORD-3443,CUST-869,247.59,Pending
ORD-3444,CUST-666,106.0,Pending
ORD-3445,CUST-763,1133.4,Completed
ORD-3446,CUST-972,3253.87,Completed
ORD-3447,CUST-839,3142.79,Completed
ORD-3448,CUST-960,1845.33,Completed
ORD-3449,CUST-742,1012.23,Pending
ORD-3450,CUST-530,530.95,Error_404
ORD-3451,CUST-536,2704.65,Cancelled
ORD-3452,CUST-647,221.24,Error_404
ORD-3453,CUST-668,2485.9,Completed
ORD-3454,CUST-878,2933.63,Pending
ORD-3455,CUST-624,2420.04,Cancelled
ORD-3456,CUST-524,3391.91,Completed
ORD-3457,CUST-832,3605.38,Pending
ORD-3458,CUST-737,60.25,Error_404
ORD-3459,CUST-739,2152.9,Pending
ORD-3460,CUST-874,1671.06,Error_404
ORD-3461,CUST-772,3296.3,Cancelled
ORD-3462,CUST-611,878.51,Pending
ORD-3463,CUST-624,35.89,Completed
ORD-3464,CUST-725,559.39,Pending
ORD-3465,CUST-833,4044.68,Completed
ORD-3466,CUST-514,461.95,Error_404
ORD-3467,CUST-972,4800.16,Pending
ORD-3468,CUST-936,1313.8,Error_404
ORD-3469,CUST-518,4213.11,Error_404
ORD-3470,CUST-947,4244.71,Error_404
ORD-3471,CUST-838,1709.68,Error_404
ORD-3472,CUST-716,4357.96,Pending
ORD-3473,CUST-982,1775.71,Cancelled
ORD-3474,CUST-979,4109.5,Error_404
ORD-3475,CUST-710,456.92,Cancelled
ORD-3476,CUST-951,3459.95,Cancelled
ORD-3477,CUST-552,3227.66,Completed
ORD-3478,CUST-540,1536.97,Cancelled
ORD-3479,CUST-558,2572.16,Cancelled
ORD-3480,CUST-703,4790.14,Completed
ORD-3481,CUST-650,3035.17,Pending
ORD-3482,CUST-503,4878.76,Pending
ORD-3483,CUST-769,3327.95,Error_404
ORD-3484,CUST-595,1630.73,Completed
ORD-3485,CUST-812,3888.02,Pending
ORD-3486,CUST-678,503.45,Error_404
ORD-3487,CUST-750,4791.17,Error_404
ORD-3488,CUST-747,3624.31,Pending
ORD-3489,CUST-735,498.54,Completed
ORD-3490,CUST-522,1701.95,Pending
ORD-3491,CUST-655,917.98,Error_404
ORD-3492,CUST-938,4227.63,Cancelled
ORD-3493,CUST-921,231.52,Cancelled
ORD-3494,CUST-677,2751.74,Completed
ORD-3495,CUST-689,1914.74,Cancelled
ORD-3496,CUST-936,3199.73,Pending
ORD-3497,CUST-763,1911.63,Error_404
ORD-3498,CUST-875,149.42,Cancelled
ORD-3499,CUST-670,3853.53,Error_404
ORD-3500,CUST-886,CORRUPTED_DATA,Error_404
ORD-3501,CUST-761,716.9,Pending
ORD-3502,CUST-873,4560.54,Cancelled
ORD-3503,CUST-824,3006.37,Error_404
ORD-3504,CUST-864,930.9,Cancelled
ORD-3505,CUST-856,3258.49,Pending
ORD-3506,CUST-545,2161.37,Error_404
ORD-3507,CUST-554,993.3,Pending
ORD-3508,CUST-863,4413.61,Cancelled
ORD-3509,CUST-799,2869.64,Pending
ORD-3510,CUST-633,1180.16,Error_404
ORD-3511,CUST-897,2491.83,Error_404
ORD-3512,CUST-673,4345.12,Pending
ORD-3513,CUST-997,3607.49,Completed
ORD-3514,CUST-925,2092.8,Completed
ORD-3515,CUST-899,4850.24,Error_404
ORD-3516,CUST-906,2165.62,Pending
ORD-3517,CUST-959,4462.52,Cancelled
ORD-3518,CUST-533,510.54,Cancelled
ORD-3519,CUST-681,428.93,Cancelled
ORD-3520,CUST-796,163.84,Completed
ORD-3521,CUST-808,2017.44,Cancelled
ORD-3522,CUST-997,3213.93,Error_404
ORD-3523,CUST-647,1996.39,Error_404
ORD-3524,CUST-819,3977.46,Pending
ORD-3525,CUST-871,2310.92,Error_404
ORD-3526,CUST-519,3380.74,Cancelled
ORD-3527,CUST-915,2911.53,Pending
ORD-3528,CUST-906,2683.89,Error_404
ORD-3529,CUST-965,4940.58,Completed
ORD-3530,CUST-897,1355.37,Error_404
ORD-3531,CUST-769,3820.86,Error_404
ORD-3532,CUST-945,4656.74,Completed
ORD-3533,CUST-879,1056.6,Error_404
ORD-3534,CUST-591,2970.52,Cancelled
ORD-3535,CUST-536,3000.43,Cancelled
ORD-3536,CUST-519,4554.9,Completed
ORD-3537,CUST-628,812.27,Cancelled
ORD-3538,CUST-720,1101.49,Cancelled
ORD-3539,CUST-656,1408.13,Error_404
ORD-3540,CUST-899,2683.18,Cancelled
ORD-3541,CUST-897,4433.89,Pending
ORD-3542,CUST-542,902.62,Pending
ORD-3543,CUST-882,1614.84,Pending
ORD-3544,CUST-833,1059.38,Completed
ORD-3545,CUST-632,1277.66,Error_404
ORD-3546,CUST-676,2598.72,Completed
ORD-3547,CUST-580,947.8,Cancelled
ORD-3548,CUST-754,2785.94,Cancelled
ORD-3549,CUST-550,116.91,Error_404
ORD-3550,CUST-514,4781.99,Error_404
ORD-3551,CUST-586,1635.47,Completed
ORD-3552,CUST-993,420.75,Error_404
ORD-3553,CUST-702,3273.34,Completed
ORD-3554,CUST-866,2497.2,Pending
ORD-3555,CUST-544,4425.31,Error_404
ORD-3556,CUST-861,1000.93,Completed
ORD-3557,CUST-829,1151.59,Pending
ORD-3558,CUST-643,2239.39,Completed
ORD-3559,CUST-752,4184.67,Pending
ORD-3560,CUST-917,3702.16,Error_404
ORD-3561,CUST-772,4916.45,Completed
ORD-3562,CUST-853,2745.69,Cancelled
ORD-3563,CUST-767,2870.06,Completed
ORD-3564,CUST-865,4400.67,Cancelled
ORD-3565,CUST-740,2595.71,Completed
ORD-3566,CUST-805,2694.82,Error_404
ORD-3567,CUST-788,111.31,Pending
ORD-3568,CUST-855,587.5,Pending
ORD-3569,CUST-764,1322.88,Pending
ORD-3570,CUST-588,4031.81,Cancelled
ORD-3571,CUST-774,3568.02,Error_404
ORD-3572,CUST-746,2287.45,Cancelled
ORD-3573,CUST-807,3298.26,Pending
ORD-3574,CUST-842,2216.65,Pending
ORD-3575,CUST-782,4160.35,Cancelled
ORD-3576,CUST-744,2008.2,Pending
ORD-3577,CUST-964,4900.52,Completed
ORD-3578,CUST-905,2609.59,Pending
ORD-3579,CUST-587,669.48,Pending
ORD-3580,CUST-506,712.23,Pending
ORD-3581,CUST-631,4808.42,Pending
ORD-3582,CUST-941,2960.29,Error_404
ORD-3583,CUST-936,3848.89,Error_404
ORD-3584,CUST-939,843.29,Completed
ORD-3585,CUST-934,2137.38,Error_404
ORD-3586,CUST-906,2995.45,Completed
ORD-3587,CUST-783,2893.3,Pending
ORD-3588,CUST-923,1188.26,Cancelled
ORD-3589,CUST-691,916.37,Cancelled
ORD-3590,CUST-827,2350.26,Cancelled
ORD-3591,CUST-535,1588.59,Cancelled
ORD-3592,CUST-880,3565.79,Cancelled
ORD-3593,CUST-878,813.19,Completed
ORD-3594,CUST-689,743.12,Completed
ORD-3595,CUST-965,4595.85,Pending
ORD-3596,CUST-706,3836.67,Pending
ORD-3597,CUST-798,1845.54,Error_404
ORD-3598,CUST-510,132.89,Completed
ORD-3599,CUST-862,4898.7,Pending
ORD-3600,CUST-677,2330.41,Error_404
ORD-3601,CUST-685,2719.52,Completed
ORD-3602,CUST-549,4946.56,Cancelled
ORD-3603,CUST-744,3234.73,Completed
ORD-3604,CUST-533,2316.72,Cancelled
ORD-3605,CUST-918,749.8,Completed
ORD-3606,CUST-659,1510.72,Pending
ORD-3607,CUST-732,542.31,Cancelled
ORD-3608,CUST-683,50.74,Error_404
ORD-3609,CUST-753,2638.13,Pending
ORD-3610,CUST-846,1238.48,Error_404
ORD-3611,CUST-553,3804.13,Cancelled
ORD-3612,CUST-518,4795.52,Pending
ORD-3613,CUST-768,4182.52,Completed
ORD-3614,CUST-935,2902.36,Cancelled
ORD-3615,CUST-704,2520.48,Error_404
ORD-3616,CUST-797,1220.71,Cancelled
ORD-3617,CUST-749,1365.28,Completed
ORD-3618,CUST-926,4714.68,Completed
ORD-3619,CUST-712,4677.3,Error_404
ORD-3620,CUST-847,262.22,Cancelled
ORD-3621,CUST-683,4382.91,Completed
ORD-3622,CUST-584,1004.14,Pending
ORD-3623,CUST-800,1115.73,Error_404
ORD-3624,CUST-768,3083.81,Completed
ORD-3625,CUST-840,3366.16,Error_404
ORD-3626,CUST-644,1971.29,Cancelled
ORD-3627,CUST-629,3816.77,Cancelled
ORD-3628,CUST-568,3476.25,Error_404
ORD-3629,CUST-902,1184.08,Pending
ORD-3630,CUST-936,113.74,Cancelled
ORD-3631,CUST-888,4952.5,Error_404
ORD-3632,CUST-739,2244.15,Error_404
ORD-3633,CUST-660,933.84,Completed
ORD-3634,CUST-668,1274.87,Pending
ORD-3635,CUST-776,1427.95,Completed
ORD-3636,CUST-815,4497.3,Cancelled
ORD-3637,CUST-620,1996.1,Completed
ORD-3638,CUST-653,3877.88,Error_404
ORD-3639,CUST-914,2889.56,Pending
ORD-3640,CUST-732,474.36,Cancelled
ORD-3641,CUST-799,3818.98,Error_404
ORD-3642,CUST-695,955.74,Completed
ORD-3643,CUST-562,1555.58,Cancelled
ORD-3644,CUST-805,3572.76,Cancelled
ORD-3645,CUST-761,4398.5,Cancelled
ORD-3646,CUST-748,1966.78,Cancelled
ORD-3647,CUST-679,4843.1,Completed
ORD-3648,CUST-828,4067.85,Completed
ORD-3649,CUST-541,4507.65,Error_404
ORD-3650,CUST-543,3326.69,Completed
ORD-3651,CUST-808,2074.71,Error_404
ORD-3652,CUST-899,2831.01,Error_404
ORD-3653,CUST-527,1789.32,Cancelled
ORD-3654,CUST-536,2198.34,Error_404
ORD-3655,CUST-957,2423.76,Completed
ORD-3656,CUST-570,820.07,Pending
ORD-3657,CUST-661,2100.96,Error_404
ORD-3658,CUST-803,1396.81,Pending
ORD-3659,CUST-702,1442.22,Pending
ORD-3660,CUST-702,2575.04,Error_404
ORD-3661,CUST-990,3036.89,Cancelled
ORD-3662,CUST-634,829.11,Cancelled
ORD-3663,CUST-910,3659.43,Cancelled
ORD-3664,CUST-847,1952.9,Error_404
ORD-3665,CUST-973,1049.0,Error_404
ORD-3666,CUST-662,4623.76,Completed
ORD-3667,CUST-519,3923.66,Pending
ORD-3668,CUST-583,2297.54,Cancelled
ORD-3669,CUST-561,4303.03,Cancelled
ORD-3670,CUST-510,3294.7,Completed
ORD-3671,CUST-686,1292.6,Error_404
ORD-3672,CUST-692,4276.07,Completed
ORD-3673,CUST-544,4466.58,Error_404
ORD-3674,CUST-671,3349.48,Error_404
ORD-3675,CUST-914,2852.63,Completed
ORD-3676,CUST-970,1935.49,Cancelled
ORD-3677,CUST-888,3139.46,Completed
ORD-3678,CUST-749,1848.25,Error_404
ORD-3679,CUST-672,2783.91,Pending
ORD-3680,CUST-866,4962.1,Error_404
ORD-3681,CUST-788,2650.16,Completed
ORD-3682,CUST-826,1030.96,Completed
ORD-3683,CUST-876,3344.82,Cancelled
ORD-3684,CUST-814,541.68,Cancelled
ORD-3685,CUST-916,577.35,Completed
ORD-3686,CUST-953,4074.51,Error_404
ORD-3687,CUST-676,3153.84,Cancelled
ORD-3688,CUST-580,94.7,Error_404
ORD-3689,CUST-715,1225.59,Error_404
ORD-3690,CUST-680,109.27,Cancelled
ORD-3691,CUST-931,860.12,Error_404
ORD-3692,CUST-861,2333.86,Completed
ORD-3693,CUST-693,2943.63,Error_404
ORD-3694,CUST-949,1081.87,Pending
ORD-3695,CUST-963,226.17,Cancelled
ORD-3696,CUST-776,3106.74,Cancelled
ORD-3697,CUST-766,2310.19,Cancelled
ORD-3698,CUST-783,2641.08,Pending
ORD-3699,CUST-524,329.16,Cancelled
ORD-3700,CUST-867,2723.05,Error_404
ORD-3701,CUST-970,3836.84,Pending
ORD-3702,CUST-560,2080.37,Pending
ORD-3703,CUST-879,3056.39,Cancelled
ORD-3704,CUST-557,589.91,Pending
ORD-3705,CUST-921,1243.14,Cancelled
ORD-3706,CUST-802,2597.76,Completed
ORD-3707,CUST-980,4261.16,Error_404
ORD-3708,CUST-714,2174.19,Cancelled
ORD-3709,CUST-769,1555.62,Cancelled
ORD-3710,CUST-544,4424.84,Completed
ORD-3711,CUST-680,2657.59,Pending
ORD-3712,CUST-796,2025.92,Pending
ORD-3713,CUST-994,1165.78,Pending
ORD-3714,CUST-810,4219.26,Pending
ORD-3715,CUST-863,4363.33,Pending
ORD-3716,CUST-646,3748.6,Completed
ORD-3717,CUST-563,22.89,Pending
ORD-3718,CUST-541,3925.38,Cancelled
ORD-3719,CUST-718,1500.05,Error_404
ORD-3720,CUST-619,4924.95,Pending
ORD-3721,CUST-916,2152.15,Cancelled
ORD-3722,CUST-693,1000.14,Completed
ORD-3723,CUST-582,4285.1,Pending
ORD-3724,CUST-955,4406.63,Completed
ORD-3725,CUST-725,1013.75,Cancelled
ORD-3726,CUST-905,764.09,Cancelled
ORD-3727,CUST-996,55.04,Completed
ORD-3728,CUST-855,2043.55,Completed
ORD-3729,CUST-613,670.49,Error_404
ORD-3730,CUST-611,4777.12,Completed
ORD-3731,CUST-721,2292.68,Error_404
ORD-3732,CUST-616,4862.87,Cancelled
ORD-3733,CUST-622,3046.78,Completed
ORD-3734,CUST-593,3434.11,Error_404
ORD-3735,CUST-892,3875.04,Pending
ORD-3736,CUST-788,1557.78,Completed
ORD-3737,CUST-556,50.6,Completed
ORD-3738,CUST-960,1456.71,Cancelled
ORD-3739,CUST-854,1843.75,Cancelled
ORD-3740,CUST-636,13.73,Cancelled
ORD-3741,CUST-508,4346.03,Completed
ORD-3742,CUST-777,4926.04,Pending
ORD-3743,CUST-787,3806.67,Cancelled
ORD-3744,CUST-880,4558.91,Error_404
ORD-3745,CUST-621,3340.87,Cancelled
ORD-3746,CUST-582,2605.23,Cancelled
ORD-3747,CUST-593,4862.31,Cancelled
ORD-3748,CUST-859,3355.31,Pending
ORD-3749,CUST-933,982.86,Pending
